Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010030374.2:reversed,2.71,1,-1.3,7.04,60.1,
XP_010047563.1,2.92,1,-1.3,5.66,60.3,
XP_010039178.1,3,1,-1.3,6.26,26.2,
XP_018730806.1,2.9,1,-1.3,5.52,82.6,
KCW77652.1:reversed,2.98,1,-1.3,9.55,7.6,
XP_018722520.1:reversed,2.95,1,-1.3,5.5,38.4,
XP_010042011.1:reversed,3.26,1,-1.3,7.76,86.2,
XP_010066581.1:reversed,3.07,1,-1.3,9.8,37,
XP_010069187.1,2.8,1,-1.3,9.07,59,
KCW62709.1:reversed,3.21,1,-1.3,7.59,49.3,
XP_018717248.1:reversed,3.15,1,-1.3,6.78,87.9,
XP_010053662.1,3.05,1,-1.3,5.79,42.8,
XP_018727760.1,3.01,1,-1.3,7.55,124.4,
XP_010031444.1,3.03,1,-1.3,6.69,70.4,
XP_010029838.1:reversed,3.01,1,-1.3,9.58,37.8,
XP_018727154.1,3.18,1,-1.3,8.61,28.2,
XP_010041289.1:reversed,2.72,1,-1.3,11.64,21.5,
XP_010034153.1:reversed,3.1,1,-1.3,4.29,14.4,
KCW87079.1:reversed,2.99,1,-1.3,8,9.2,
XP_010060482.1,3.27,1,-1.3,4.43,30.2,
XP_010062614.1:reversed,3.37,1,-1.3,8.44,57.5,
XP_010040967.1:reversed,3.2,1,-1.3,6.68,50.5,
XP_018730946.1:reversed,3.2,1,-1.3,9.49,60.8,
XP_010023563.1:reversed,2.99,1,-1.3,5.4,32.9,
KCW73259.1:reversed,3.22,1,-1.3,6.82,163.9,
XP_010060402.2:reversed,3.01,1,-1.3,5.67,134.3,
KCW85042.1:reversed,2.76,1,-1.3,8.96,54.5,
XP_010052788.1:reversed,3.15,1,-1.3,7.02,60.3,
XP_018716629.1,3.06,1,-1.3,5.51,169.9,
KCW77419.1:reversed,3.02,1,-1.3,8.66,65.1,
XP_010053096.1,3.26,1,-1.3,5.4,66.2,
XP_010036153.1:reversed,2.76,1,-1.3,6.57,110.4,
XP_010059318.1:reversed,3.18,1,-1.3,5.37,39.8,
KCW47670.1,3.14,1,-1.3,5.29,63.8,
KCW63420.1,3.09,1,-1.3,4.94,37,
XP_018718406.1,2.96,1,-1.3,5.61,91.1,
XP_010052474.1:reversed,3.06,1,-1.3,8.64,39.8,
XP_018716968.1:reversed,2.86,1,-1.3,6.73,113.8,
XP_010037616.1:reversed,2.98,1,-1.3,5.85,96.5,
XP_010054278.1,3.05,1,-1.3,9.2,81.3,
XP_010038646.1:reversed,3.11,1,-1.3,7.03,80.5,
XP_010039707.1:reversed,2.7,1,-1.3,8.86,61.7,
XP_010063142.1,2.8,1,-1.3,9.34,17.5,
XP_018726640.1,2.79,1,-1.3,5,20.4,
XP_010024922.2:reversed,2.55,1,-1.3,5.45,40.8,
XP_010045974.1,3.03,1,-1.3,6.23,45.1,
XP_010049248.1,3.22,1,-1.3,6,69.7,
XP_010044378.1,3.14,1,-1.3,9.28,63.6,
KCW45942.1,3.01,1,-1.3,5.77,12.2,
XP_010044173.1:reversed,3.1,1,-1.3,4.7,21.6,
XP_010063349.1:reversed,3.19,1,-1.3,6.88,90,
KCW87865.1:reversed,2.52,1,-1.3,9.42,28.9,
XP_018725495.1,2.87,1,-1.3,8.06,140.5,
XP_010045300.1,2.76,1,-1.3,9.63,21.9,
XP_010062919.1:reversed,3.41,1,-1.3,9.15,67.5,
XP_010046069.1:reversed,3.05,1,-1.3,8.62,44.8,
XP_010069749.1,2.84,1,-1.3,5.02,11.9,
XP_010024940.1,2.97,1,-1.3,4.94,33.6,
XP_018722799.1,3.05,1,-1.3,6.01,82.1,
XP_018728257.1,2.72,1,-1.3,9.22,125.8,
XP_018729678.1,2.98,1,-1.3,9.55,27.9,
XP_010035200.1,3,1,-1.3,4.49,39.4,
XP_010047150.1,3.21,1,-1.3,5.72,104.4,
XP_018732039.1,3.04,1,-1.3,6.2,130.2,
XP_010062580.1,3.01,1,-1.3,6.32,240.6,
XP_018727821.1,2.9,1,-1.3,11.25,24.6,
XP_018724792.1,2.84,1,-1.3,9.24,23,
XP_018726426.1:reversed,3.37,1,-1.3,5.54,58.6,
XP_010032546.1,2.99,1,-1.3,8.99,43.5,
XP_018719869.1,2.88,1,-1.3,8.61,88,
XP_010066473.1,2.99,1,-1.3,5.91,24.3,
XP_018717176.1,2.86,1,-1.3,7.88,66.5,
XP_018723281.1:reversed,3.38,1,-1.3,9.02,16.7,
XP_010044801.1,2.98,1,-1.3,9.85,7.5,
XP_010060082.1,2.94,1,-1.3,9.77,57.6,
XP_010031107.1:reversed,3.33,1,-1.3,5.4,65.8,
XP_018715140.1,3.15,1,-1.3,7.67,117.6,
XP_010060846.1:reversed,2.99,1,-1.3,5.86,93.9,
XP_018718287.1:reversed,3.32,1,-1.3,4.79,8.6,
XP_018716006.1:reversed,2.98,1,-1.3,4.51,15.9,
XP_010034730.1,3.14,1,-1.3,6.02,27.5,
XP_018720190.1,2.97,1,-1.3,5.56,36.1,
XP_010054373.1,2.86,1,-1.3,9.23,28.3,
XP_018716239.1:reversed,3.23,1,-1.3,5.52,113.6,
XP_018718326.1:reversed,3.13,1,-1.3,7.3,89.4,
XP_010037883.1:reversed,3.06,1,-1.3,9.12,59.5,
KCW75193.1,3.14,1,-1.2,9.08,10.9,
XP_010032107.1,3.2,1,-1.2,6.56,210.7,
KCW59374.1:reversed,2.89,1,-1.2,5.25,40.6,
XP_018720426.1:reversed,2.74,1,-1.2,11.25,25,
XP_010031171.2,2.93,1,-1.2,6.3,23.6,
XP_010049912.1:reversed,3.01,1,-1.2,5.53,71.7,
XP_010034269.1:reversed,2.86,1,-1.2,8.71,59.2,
KCW53331.1:reversed,2.9,1,-1.2,5.85,21.1,
XP_010053853.2:reversed,2.73,1,-1.2,9.74,35.9,
XP_010061114.1:reversed,2.86,1,-1.2,5.84,40.1,
XP_010053405.1,3,1,-1.2,6.75,45.1,
XP_010064907.1,2.76,1,-1.2,8.36,59.3,
XP_010057059.1,2.56,1,-1.2,7.2,77.5,
XP_010042369.1,3.11,1,-1.2,6.43,23.4,
XP_010029593.1,2.99,1,-1.2,8.69,46.5,
KCW65806.1,2.87,1,-1.2,6.87,101.6,
XP_018717770.1:reversed,3.05,1,-1.2,5.86,70.3,
XP_010044399.1,2.9,1,-1.2,5.26,46.8,
XP_010055063.1,2.97,1,-1.2,10.45,14.1,
XP_010044102.1:reversed,3,1,-1.2,11.41,21.7,
XP_010028490.1,2.66,1,-1.2,6.05,33.2,
XP_010045430.1,3.19,1,-1.2,5.43,46.3,
XP_010064905.1,2.88,1,-1.2,6.37,111.9,
KCW63378.1,3.1,1,-1.2,5.2,55.8,
XP_018728579.1:reversed,2.66,1,-1.2,6.59,22.3,
XP_018731428.1,3.26,1,-1.2,5.93,97.7,
XP_010026296.1,2.86,1,-1.2,5.91,48.5,
XP_010066485.2,3.08,1,-1.2,6.14,288,
XP_010024578.2,2.75,1,-1.2,5.72,145.6,
XP_010037423.1,3.14,1,-1.2,5.47,48.7,
XP_010024133.1:reversed,2.43,1,-1.2,5.97,110.4,
XP_010067228.1:reversed,3.04,1,-1.2,5.44,150.3,
XP_010023648.1,2.9,1,-1.2,5.93,54.3,
XP_010041031.1,2.83,1,-1.2,5.15,33.6,
KCW76109.1,2.97,1,-1.2,9.13,10.9,
XP_018720181.1,2.96,1,-1.2,4.84,49.2,
XP_010039801.2:reversed,3.08,1,-1.2,8.4,133.2,
XP_010029162.1,2.67,1,-1.2,6.9,13.7,
XP_010030002.1,2.87,1,-1.2,6.11,30.3,
XP_010068041.1,3.04,1,-1.2,5.27,28.4,
XP_018731005.1,3.19,1,-1.2,6.38,155.8,
XP_018718509.1:reversed,3.26,1,-1.2,6.04,72.4,
XP_010028930.1,2.88,1,-1.2,8.77,30.5,
XP_018718385.1,2.9,1,-1.2,6.16,112,
XP_010061054.1,3.22,1,-1.2,8.91,11,
XP_018719668.1:reversed,3.34,1,-1.2,6.57,86.9,
XP_010044715.1:reversed,3.2,1,-1.2,9.53,40,
XP_018721269.1:reversed,3.26,1,-1.2,5,78.2,
KCW63425.1:reversed,3.1,1,-1.2,7.05,28,
XP_010054910.2:reversed,3.18,1,-1.2,5.92,73.7,
XP_010036899.1:reversed,3.1,1,-1.2,7.57,77.6,
XP_010059921.1:reversed,2.99,1,-1.2,5.07,37.8,
KCW87547.1,2.78,1,-1.2,5.88,50.6,
KCW82775.1,3.17,1,-1.2,5.68,89.1,
XP_010064934.2,2.95,1,-1.2,6.4,70.3,
XP_018728581.1,3.03,1,-1.2,9.07,95.6,
XP_010044715.1,3.11,1,-1.2,9.53,40,
XP_018725802.1,3.08,1,-1.2,6.08,72.9,
XP_010055373.1:reversed,3.14,1,-1.2,9.55,71.5,
XP_010024141.1:reversed,2.79,1,-1.2,6.58,66.8,
XP_010067384.1,2.92,1,-1.2,9.85,14.8,
XP_010044262.1,2.89,1,-1.2,4.79,36.3,
XP_010047303.1:reversed,2.87,1,-1.2,9.89,62.7,
XP_010066577.1:reversed,3.16,1,-1.2,7.84,24.1,
XP_010064877.1,2.73,1,-1.2,7.2,83.2,
XP_010039033.1:reversed,3,1,-1.2,6.17,114.4,
XP_010066405.1:reversed,3.39,1,-1.2,5.66,108.9,
XP_010068040.1,3.1,1,-1.2,9,35.4,
XP_010024160.1,3.03,1,-1.2,8.08,35.1,
XP_010055110.1:reversed,2.98,1,-1.2,6.82,55.4,
XP_010047490.1,3.39,1,-1.2,5.42,88,
XP_010066035.1:reversed,2.87,1,-1.2,5.44,35.9,
XP_010050534.1,2.89,1,-1.2,8.78,40.3,
XP_010032498.1:reversed,3.09,1,-1.2,5.57,87.9,
XP_018732282.1,3.03,1,-1.2,8.3,51.2,
XP_010058390.1:reversed,3,1,-1.2,5.85,50.4,
XP_010048976.1,2.78,1,-1.2,8.68,14.3,
XP_010053766.1:reversed,2.9,1,-1.2,5.58,88.3,
XP_018717371.1:reversed,3.14,1,-1.2,6.01,45.2,
XP_018720428.1,3.25,1,-1.2,8.95,20.2,
XP_010066881.1,2.83,1,-1.2,6.24,24,
XP_018718280.1,3.25,1,-1.2,6.37,138,
XP_018719912.1,2.87,1,-1.2,7.09,67,
XP_018716874.1:reversed,3.46,2,-1.2,6.54,97.8,
XP_010041809.1,3.35,1,-1.2,5.36,30.9,
XP_010061362.1,3.02,1,-1.2,5.86,44.7,
XP_018727224.1,3.09,1,-1.2,5.53,253.2,
KCW82874.1:reversed,3.23,1,-1.2,5.86,78.5,
XP_010053643.1:reversed,2.73,1,-1.2,7.48,126,
XP_010035608.1,3.13,1,-1.2,5.12,26.1,
XP_018731162.1:reversed,3.32,1,-1.2,6.14,73.4,
XP_010055407.1,2.74,1,-1.2,9.17,31.9,
XP_010064081.1:reversed,2.85,1,-1.2,9.32,31.7,
XP_018731671.1,3.31,1,-1.2,5.88,56.4,
XP_010060094.1,3.34,1,-1.2,5.58,18.2,
XP_010061079.1:reversed,2.94,1,-1.2,4.82,33.2,
XP_018715802.1,2.76,1,-1.2,6.3,21.1,
XP_010037602.1,3.31,1,-1.2,6.38,45.5,
XP_010047013.1:reversed,3.1,1,-1.2,6,52.5,
XP_010029288.1,3.26,1,-1.2,5.51,70.8,
XP_010045159.1,3.17,1,-1.2,5.44,130.7,
XP_010033461.1,2.69,1,-1.2,5.91,161.7,
XP_010039285.1:reversed,3.12,1,-1.2,4.97,70.5,
XP_010060803.2:reversed,2.76,1,-1.2,8.57,31.2,
XP_010069073.1:reversed,3.02,1,-1.2,8.67,83.7,
XP_010041783.1,2.78,1,-1.2,8.78,31.8,
XP_010069807.1,3.15,1,-1.2,6.36,105.5,
XP_010069426.1:reversed,2.53,1,-1.2,9.54,35.4,
XP_010052985.1,2.84,1,-1.2,8.02,61.4,
XP_010050245.1,3.34,1,-1.2,6.61,39.6,
XP_010034659.2,3.01,1,-1.2,8.28,48.3,
XP_010062489.2,2.7,1,-1.2,10.72,17.8,
XP_018728058.1,3.37,1,-1.2,11.9,13.9,
KCW45035.1,3.35,1,-1.2,5.14,28,
XP_018730167.1:reversed,2.95,1,-1.2,7.09,53.6,
XP_018724071.1,3.09,1,-1.2,6.86,74,
XP_010055574.1,3.11,1,-1.2,7.02,34.7,
XP_018728733.1,2.7,1,-1.2,8.48,27,
XP_010031901.1,2.87,1,-1.2,6.15,46.4,
XP_018731487.1,3,1,-1.2,5.42,209.6,
XP_010061892.1,2.97,1,-1.2,9.84,22.2,
XP_010052114.1:reversed,2.87,1,-1.2,5.56,123.1,
KCW77156.1:reversed,3.18,1,-1.2,8.58,80.8,
XP_010054128.1,3.05,1,-1.2,8.77,27.6,
XP_010060371.1,3.09,1,-1.2,6.41,20.3,
XP_010038334.1:reversed,2.95,1,-1.2,6.35,109,
KCW90634.1,2.41,1,-1.2,9.19,8.1,
XP_010069509.1,2.5,1,-1.2,8.45,90,
XP_010037384.1:reversed,3.32,1,-1.2,8.44,87.9,
KCW64713.1,3.02,1,-1.2,11.9,21.9,
XP_010036149.1,2.77,1,-1.2,9.01,43.1,
XP_010060144.1:reversed,2.6,1,-1.2,8.52,52,
XP_010041265.1:reversed,3.22,1,-1.2,9.11,88.7,
XP_018732760.1:reversed,3.03,1,-1.2,7.66,28.7,
XP_010047508.1,2.84,1,-1.2,9.16,41.4,
XP_018716593.1,3.07,1,-1.2,8.33,26.9,
KCW60586.1,3.17,1,-1.2,8.38,38.2,
XP_010053662.1:reversed,3.17,1,-1.2,5.79,42.8,
XP_010049279.1:reversed,2.87,1,-1.2,5.87,57.9,
XP_018715914.1:reversed,2.78,1,-1.2,6.63,66.2,
XP_010030810.1:reversed,3.14,1,-1.2,8.56,11.8,
KCW57238.1,2.99,1,-1.2,9.15,54.4,
XP_010048791.1:reversed,2.96,1,-1.2,7.02,20.8,
XP_010055085.1,3.13,1,-1.2,5.62,117.2,
XP_018723908.1:reversed,2.83,1,-1.2,6.39,100.2,
XP_018721490.1:reversed,3.28,1,-1.2,6.32,42.5,
XP_010050637.2,3.14,1,-1.2,8.92,92.9,
XP_010055671.1:reversed,2.72,1,-1.2,7.83,40.3,
XP_010031000.2:reversed,3.1,1,-1.2,6.64,96,
XP_010031250.1,2.96,1,-1.2,6.25,51.6,
XP_010029780.1:reversed,2.93,1,-1.2,5.47,54.2,
XP_010069909.1:reversed,3.41,1,-1.2,9.44,13.4,
XP_010023545.1,2.58,1,-1.2,5.06,38.5,
XP_010059871.1:reversed,3.2,1,-1.2,5.26,40.1,
XP_018723538.1,2.77,1,-1.2,9.24,56.2,
XP_010031750.1:reversed,3.07,1,-1.2,6.12,83.1,
KCW45448.1:reversed,3.18,1,-1.2,9.26,23,
XP_018730698.1,3.1,1,-1.2,4.85,62.1,
XP_010043677.1:reversed,3.22,1,-1.2,6.26,34.2,
KCW53022.1,3.02,1,-1.2,5.72,76.8,
XP_018731352.1:reversed,3.1,1,-1.2,6.35,96.6,
XP_010069086.1,3.07,1,-1.2,5.19,26,
XP_010031128.2,3.15,1,-1.2,6.28,39.7,
XP_010044350.1:reversed,3.1,1,-1.2,9.09,112.3,
XP_010030900.2:reversed,3.28,1,-1.2,6.3,19.7,
XP_010065231.1,3.08,1,-1.2,9.67,21.5,
XP_010025725.1:reversed,3.11,1,-1.2,5.36,32,
XP_018726641.1,2.95,1,-1.2,6.3,35.5,
XP_010030593.1,3.34,1,-1.2,11.52,24.2,
XP_018715350.1,2.78,1,-1.2,4.96,70.1,
XP_010033342.1,2.87,1,-1.2,5.27,30.6,
sp|CAS2_BOVIN|,2.61,1,-1.2,8.55,26, Alpha-S2-casein; Contains: Casocidin-1; Casocidin-I; Flags: Precursor; 
XP_018720027.1,2.31,1,-1.2,9.29,23.1,
KCW69793.1,2.83,1,-1.2,8.68,124,
KCW63553.1,3,1,-1.1,5.49,25,
XP_010040214.1:reversed,2.89,1,-1.1,9.09,58.8,
KCW44328.1,2.99,1,-1.1,7.26,56.3,
XP_010035710.1,3.35,1,-1.1,5.52,39.6,
XP_010039061.1:reversed,2.92,1,-1.1,8.95,72.9,
XP_010055785.1:reversed,3.22,1,-1.1,8.56,47.6,
XP_010064223.1,3.2,1,-1.1,5.26,39.9,
XP_010032396.1:reversed,3.11,1,-1.1,9.17,91.9,
XP_018720840.1,3.29,1,-1.1,6.05,65.4,
XP_010060882.1:reversed,2.7,1,-1.1,8.79,80.4,
XP_010063398.1:reversed,3.28,1,-1.1,9.81,29,
XP_018720535.1,3.18,1,-1.1,6.63,66,
XP_010063381.1,2.95,1,-1.1,4.86,33.5,
XP_018718705.1,2.8,1,-1.1,6.83,94.7,
XP_010055812.1,3.12,1,-1.1,8.11,86.5,
XP_010059629.1,2.85,1,-1.1,8.05,65.8,
XP_010056051.1,2.67,1,-1.1,5.62,40.7,
XP_010035827.1,3.03,1,-1.1,5.98,25.7,
XP_010070655.1:reversed,2.75,1,-1.1,6.1,136.9,
KCW47124.1:reversed,3.33,1,-1.1,4.9,69.2,
XP_010061274.1:reversed,3.19,1,-1.1,5.26,66.3,
XP_018720661.1,3.29,1,-1.1,9.41,15.8,
XP_018732061.1,3.29,1,-1.1,6.93,72.7,
XP_018728325.1:reversed,3.02,1,-1.1,8.13,49.7,
XP_018731555.1:reversed,3.16,1,-1.1,5.22,119,
KCW73373.1:reversed,3.09,1,-1.1,8.77,89.1,
XP_018731829.1,2.92,1,-1.1,5.42,68.7,
XP_010046823.1,2.8,1,-1.1,7.15,88.6,
XP_010034223.1,3.1,1,-1.1,5.28,28.4,
XP_010061171.2:reversed,2.77,1,-1.1,5.94,72.6,
XP_010037469.1:reversed,3.04,1,-1.1,5.28,60,
XP_018728488.1:reversed,2.92,1,-1.1,5.78,146.6,
XP_010060135.1,3.27,1,-1.1,9.32,83.6,
XP_010028733.1,3.15,1,-1.1,9.86,41.7,
sp|LYSC_HUMAN|:reversed,3.21,1,-1.1,9.38,16.5,
XP_018719262.1,3.19,1,-1.1,5.01,14.2,
XP_010039712.1:reversed,2.9,1,-1.1,5.41,52.3,
XP_018719271.1:reversed,3.1,1,-1.1,8.38,113.8,
XP_010070129.1:reversed,3.05,1,-1.1,6.04,106.1,
XP_018719214.1,3.02,1,-1.1,7.21,93.8,
XP_018730607.1,3.1,1,-1.1,9.24,67.6,
XP_010037986.1,3.08,1,-1.1,8.92,67.3,
XP_010054487.2:reversed,3.1,1,-1.1,5.58,65.1,
XP_010037622.1,2.82,1,-1.1,8.39,65.2,
XP_018717484.1,3.12,1,-1.1,9.27,56.3,
XP_010054923.1:reversed,3.21,1,-1.1,8.09,109.8,
KCW44439.1:reversed,3.06,1,-1.1,5.91,37.9,
XP_010052349.1,2.77,1,-1.1,7.58,19.4,
XP_018715409.1,2.99,1,-1.1,6.21,69.5,
XP_010049948.1,2.96,1,-1.1,6.13,94.7,
XP_010024413.1:reversed,2.74,1,-1.1,8.1,55.8,
KCW55923.1,2.79,1,-1.1,9.04,33.2,
XP_018717568.1,2.57,1,-1.1,5.71,65.8,
XP_010043877.1:reversed,3.12,1,-1.1,9.2,31,
XP_018722378.1,3.06,1,-1.1,7.02,26.2,
XP_010031927.1,3.16,1,-1.1,6.76,55.5,
XP_010066733.1:reversed,3.37,1,-1.1,6.02,48.1,
XP_018726542.1:reversed,3.19,1,-1.1,5.27,24.5,
XP_010039875.2,2.95,1,-1.1,9.65,31.6,
XP_018723286.1,2.87,1,-1.1,8.55,67.5,
XP_010060276.1:reversed,2.9,1,-1.1,7.06,17.2,
XP_010037906.1,2.93,1,-1.1,9.46,43.6,
XP_010052513.1,3.16,1,-1.1,6.23,75.7,
XP_018720306.1:reversed,3.22,1,-1.1,9.59,102.9,
XP_010049665.1,2.88,1,-1.1,8.42,56.7,
KCW72387.1,3.11,1,-1.1,9.05,9.9,
XP_010038285.1:reversed,2.95,1,-1.1,8.7,61,
XP_010059088.1,2.8,1,-1.1,7.57,27.6,
XP_018728495.1:reversed,3.06,1,-1.1,5.67,81.3,
XP_018716717.1,3.25,1,-1.1,6.27,11.5,
XP_010034522.1:reversed,3.11,1,-1.1,9.05,61.7,
XP_010044151.1,3.04,1,-1.1,8.87,32.5,
XP_010040062.1,3.15,1,-1.1,5.39,111.1,
XP_010026153.1:reversed,3.33,1,-1.1,8.54,34.4,
KCW82733.1,2.94,1,-1.1,9.17,14.7,
XP_010043091.1,2.64,1,-1.1,5.55,71.7,
XP_018726996.1,2.91,1,-1.1,6.51,35,
XP_010060685.2,2.77,1,-1.1,8.05,47.2,
XP_018733005.1,2.52,1,-1.1,6.2,213.6,
XP_010035308.1,3.25,1,-1.1,8.9,25.3,
XP_010028388.1:reversed,3.42,1,-1.1,8.64,50.9,
XP_010029364.1:reversed,3.08,1,-1.1,7.55,58.2,
XP_010053583.1,3.31,1,-1.1,8.3,222.9,
XP_018722897.1:reversed,3.2,1,-1.1,4.84,66.1,
XP_010062375.1,2.97,1,-1.1,6.77,41.4,
XP_010034080.1,3.16,1,-1.1,9.22,47.1,
XP_010026925.1:reversed,3.38,1,-1.1,6.64,25.5,
KCW70862.1,2.83,1,-1.1,5.38,43,
KCW61179.1,2.76,1,-1.1,8.87,63.6,
XP_018724190.1,3.01,1,-1.1,6.11,47.1,
XP_018721241.1,2.65,1,-1.1,5.8,12.6,
KCW78444.1,2.87,1,-1.1,5.66,31.4,
XP_010067048.1:reversed,3.13,1,-1.1,8.25,35.1,
KCW62045.1:reversed,3.07,1,-1.1,4.39,18,
XP_010060551.1:reversed,3.17,1,-1.1,7.03,62.4,
XP_010061544.1,2.94,1,-1.1,4.56,92,
XP_010055795.1:reversed,3.34,1,-1.1,9.2,108.9,
XP_018720856.1,2.95,1,-1.1,5.58,54.2,
XP_010035870.1:reversed,3.23,1,-1.1,9.59,48.6,
XP_010053035.1,3.01,1,-1.1,5.22,37.2,
XP_010035797.1,3.16,1,-1.1,6.12,48.8,
XP_010047106.1,2.96,1,-1.1,6.63,59.7,
XP_010052844.1,3.32,1,-1.1,5.73,134.7,
XP_010044877.1,3.21,1,-1.1,8.32,43.8,
XP_010042462.2,3.12,1,-1.1,6.93,63.5,
XP_010028093.1,3.3,1,-1.1,6.78,25.1,
XP_010023868.1,3.11,1,-1.1,7.7,98,
XP_010039135.2,2.89,1,-1.1,4.84,74.8,
XP_018730450.1,3.06,1,-1.1,8.82,45.6,
XP_018730672.1,3.26,1,-1.1,8.76,60.5,
XP_010054864.1:reversed,2.84,1,-1.1,5.39,71.9,
XP_010043309.1:reversed,3.24,1,-1.1,5.2,40.9,
XP_018715114.1:reversed,2.93,1,-1.1,6.03,60.2,
XP_010061582.1,3.1,1,-1.1,6.56,60.9,
XP_010030696.1,2.97,1,-1.1,8.79,105,
XP_010033210.1:reversed,3.28,1,-1.1,5.15,36.1,
XP_010063544.1:reversed,2.97,1,-1.1,6.18,68.1,
KCW66349.1:reversed,2.9,1,-1.1,5.59,28.7,
XP_010028609.1,3.04,1,-1.1,9.02,46,
XP_010047742.1,3.12,1,-1.1,9.33,60.1,
XP_010027899.1,3.14,1,-1.1,5.7,55.1,
XP_018715949.1:reversed,3.24,1,-1.1,6.66,27.7,
XP_018732908.1,3.34,1,-1.1,6.37,249.4,
XP_010029001.1,2.91,1,-1.1,9.53,37.1,
XP_010066712.1,2.79,1,-1.1,8.8,18.6,
XP_010046754.1:reversed,3.36,1,-1.1,5.33,36.9,
XP_010052663.1,2.65,1,-1.1,10.51,44.7,
XP_018718129.1,3.07,1,-1.1,8.51,30.2,
XP_010034810.1,3.02,1,-1.1,4.86,34.8,
XP_010064445.1,2.9,1,-1.1,8.71,60.9,
XP_010064666.1,3.03,1,-1.1,5.95,18.1,
XP_010056121.1,3,1,-1.1,5.72,105.5,
XP_010058493.1,2.62,1,-1.1,8.63,214.4,
XP_018715635.1:reversed,3.2,1,-1.1,8.96,29.1,
XP_018717377.1,3.26,1,-1.1,5.96,16.6,
XP_010050918.1,2.94,1,-1.1,7.55,44.7,
XP_018723996.1:reversed,3.32,1,-1.1,9.63,25.7,
XP_010027373.1:reversed,3.07,1,-1.1,8.19,40.8,
XP_010034118.1,3.4,1,-1.1,10.24,49.7,
XP_018731202.1,2.86,1,-1.1,6.41,17.5,
XP_010051654.1,3.21,1,-1.1,5.39,103.6,
XP_010041123.1,3.39,1,-1.1,6.19,111.5,
XP_010033888.1,3.01,1,-1.1,9.41,72.4,
KCW85646.1:reversed,2.55,1,-1.1,9.15,26.6,
XP_018718175.1,3.15,1,-1.1,8.39,45.5,
XP_010065682.1:reversed,3.02,1,-1.1,6.46,39.7,
KCW80017.1,3.04,1,-1.1,5.06,82.9,
KCW67589.1,2.99,1,-1.1,7.81,20,
XP_010047020.1,2.84,1,-1.1,8.63,115.3,
XP_018718439.1:reversed,3.26,1,-1.1,6.27,136.9,
XP_010035595.2:reversed,2.83,1,-1.1,6.81,125.3,
sp|CASB_BOVIN|,3.05,1,-1.1,5.26,25.1, Beta-casein; Contains: Casoparan; Contains: Antioxidant peptide; Contains: Casohypotensin; Flags: Precursor; 
KCW60115.1,2.91,1,-1.1,5.96,33.9,
KCW86229.1:reversed,3.15,1,-1.1,5.93,13.6,
XP_018725838.1:reversed,2.86,1,-1.1,9.41,18.6,
XP_018727853.1,2.89,1,-1.1,8.96,83.4,
XP_010068107.1,3.09,1,-1.1,9.37,52.7,
XP_010061238.1,3.09,1,-1.1,8.09,29,
XP_010051139.1:reversed,2.92,1,-1.1,8.2,69.2,
XP_010025422.1:reversed,3.18,1,-1.1,8.85,58.7,
XP_010065795.1,2.59,1,-1.1,8.63,33.2,
XP_010066492.1:reversed,2.98,1,-1.1,5.48,71.5,
XP_010067955.1,2.76,1,-1.1,5.35,20.6,
XP_010032497.1,3.17,1,-1.1,5.84,74.1,
XP_010065270.1,3.25,1,-1.1,6.31,34.9,
XP_010050503.1,2.74,1,-1.1,4.62,38.9,
XP_010038278.1,3.09,1,-1.1,6.71,133.9,
XP_010053230.1:reversed,3.01,1,-1.1,5.1,36.5,
XP_010057948.1:reversed,3.17,1,-1.1,5.84,148.1,
XP_018732527.1,2.79,1,-1.1,6.92,26.2,
XP_018727979.1,3.23,1,-1.1,8.23,16.2,
XP_010032100.1,3.22,1,-1.1,8.88,56.9,
XP_010058208.2,2.98,1,-1.1,7.92,94.3,
XP_010026615.1,3.02,1,-1.1,8.12,40.6,
XP_010032746.1:reversed,3.01,1,-1.1,9.83,20.6,
XP_010043430.1,3.03,1,-1.1,9.15,21.7,
XP_018715603.1:reversed,3.16,1,-1.1,8.72,60.3,
XP_018726988.1,2.93,1,-1.1,10.75,17.6,
KCW44920.1,3.21,1,-1.1,9,32.3,
XP_010066567.1,3.09,1,-1.1,4.9,73,
XP_010031215.1,2.63,1,-1.1,5.9,56,
XP_018731120.1,3.04,1,-1.1,8.5,72.9,
XP_018723095.1:reversed,2.87,1,-1.1,10.34,15.2,
XP_010058123.1,3.04,1,-1.1,9.58,24,
XP_018720383.1:reversed,3,1,-1.1,7.02,30.9,
XP_010045604.1,2.97,1,-1.1,6.59,44.4,
XP_018727165.1:reversed,3.38,1,-1.1,5.13,56.6,
XP_018730945.1:reversed,2.97,1,-1.1,9.03,45.7,
XP_010036780.1,3.11,1,-1.1,5.08,49.2,
XP_010034253.1,2.76,1,-1.1,7.27,36.9,
XP_010037928.1,2.92,1,-1.1,8.48,84.9,
XP_010031998.1,3.19,1,-1.1,7.63,30.5,
