Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018730033.1,2.72,1,-1.4,5.29,63.4,
XP_018731602.1,3.08,1,-1.4,8.6,175.6,
XP_010036845.1,3.01,1,-1.4,9.98,16.8,
XP_018731293.1,3.06,1,-1.4,5.55,112,
XP_010038620.1:reversed,3.06,1,-1.4,6.45,40,
XP_018720417.1,3.01,1,-1.4,8.31,101.5,
XP_018716581.1,2.6,1,-1.4,6.23,175.4,
XP_018729877.1:reversed,3.09,1,-1.4,5.03,108.1,
KCW84649.1:reversed,2.91,1,-1.4,5.58,105.2,
XP_010025100.1:reversed,3.07,1,-1.4,5.77,133.3,
XP_010051385.1,3.01,1,-1.4,11.06,26.9,
XP_018718633.1:reversed,3.07,1,-1.4,7.94,109.3,
KCW83583.1:reversed,2.88,1,-1.4,5.6,33.9,
XP_010055545.1,3.15,1,-1.4,7.72,34.9,
XP_018716770.1,2.92,1,-1.4,6.03,111.1,
XP_010061242.1,3.24,1,-1.4,5.5,246,
XP_010041382.1,2.82,1,-1.4,8.16,48.6,
XP_010036949.1,2.99,1,-1.4,4.61,17.3,
XP_010065820.1,2.87,1,-1.4,5.1,34.8,
XP_010031250.1:reversed,3.33,1,-1.4,6.25,51.6,
XP_018717750.1,2.95,1,-1.4,6.39,28.8,
XP_018731045.1:reversed,3.01,1,-1.4,5.09,38.2,
XP_010062926.1,3.16,1,-1.4,5.88,91.6,
XP_018721075.1,2.65,1,-1.4,5.82,55.6,
XP_010045028.1,2.92,1,-1.4,7.61,35.7,
XP_010045284.1,2.78,1,-1.4,5.53,123.7,
XP_010036498.1,3.13,1,-1.4,8.42,40.2,
XP_018729107.1:reversed,3.05,1,-1.4,8.05,32.3,
sp|CASB_BOVIN|,2.53,1,-1.4,5.26,25.1, Beta-casein; Contains: Casoparan; Contains: Antioxidant peptide; Contains: Casohypotensin; Flags: Precursor; 
XP_010061320.1,3.2,1,-1.3,6.59,71.8,
XP_010030944.1,3.09,1,-1.3,6.16,56.1,
XP_010061440.1,2.89,1,-1.3,6.03,24.6,
KCW87176.1:reversed,2.95,1,-1.3,4.78,21,
XP_010070615.1,3.01,1,-1.3,6.03,67.1,
XP_018724563.1,2.82,1,-1.3,5.69,35.1,
KCW45543.1:reversed,2.99,1,-1.3,5.26,27.9,
XP_010056035.1,3.33,1,-1.3,6.05,82.5,
XP_010037226.1:reversed,3.02,1,-1.3,6.21,189.9,
XP_010053065.1:reversed,2.98,1,-1.3,8.85,29.8,
XP_010037650.1:reversed,3.21,1,-1.3,7.63,147.9,
XP_010068400.1,2.91,1,-1.3,8.1,65.8,
XP_010057921.1,3.02,1,-1.3,5.28,156.9,
XP_010038130.1:reversed,2.96,1,-1.3,6.24,44.8,
XP_018718780.1:reversed,2.95,1,-1.3,6.82,82.3,
XP_018731753.1:reversed,2.31,1,-1.3,8.62,128.9,
KCW54519.1:reversed,3.06,1,-1.3,7.93,110,
XP_010031208.1:reversed,2.86,1,-1.3,5.82,122.4,
XP_010031593.1,3.31,1,-1.3,5.88,95.3,
XP_010058522.1:reversed,2.84,1,-1.3,8.33,110,
XP_018731418.1:reversed,2.81,1,-1.3,9.25,14.6,
XP_010062926.1:reversed,2.96,1,-1.3,5.88,91.6,
XP_018727165.1:reversed,3.23,1,-1.3,5.13,56.6,
XP_010050585.1:reversed,3.16,1,-1.3,4.73,21.1,
XP_018728629.1,2.88,1,-1.3,5.58,80.4,
XP_010047243.1:reversed,2.67,1,-1.3,6.1,73.9,
XP_010039135.2:reversed,2.87,1,-1.3,4.84,74.8,
XP_010024183.1:reversed,2.66,1,-1.3,10.02,45.4,
XP_010065250.2:reversed,3.13,1,-1.3,6.13,125.5,
XP_010024618.1:reversed,2.97,1,-1.3,4.41,39,
XP_018721074.1,3.01,1,-1.3,9.17,56.8,
XP_010044484.1,3,1,-1.3,8.26,61.3,
XP_010037507.1:reversed,2.97,1,-1.3,6.08,34.4,
XP_010048442.1:reversed,2.62,1,-1.3,6.3,56.4,
XP_010052754.1,3.4,2,-1.3,9.36,52.6,
XP_018725408.1:reversed,3.2,1,-1.3,9.45,49.7,
XP_010047742.1:reversed,2.71,1,-1.3,9.33,60.1,
XP_010028409.1,3.22,1,-1.3,5.41,45.7,
XP_018730501.1,2.59,1,-1.3,6.69,66.7,
XP_010058567.1,2.94,1,-1.3,5.12,51.9,
XP_010029049.1,3.34,1,-1.3,8.78,102.4,
XP_010036833.1,3.13,1,-1.3,4.81,47.5,
XP_010039587.2,2.72,1,-1.3,6.29,16.7,
XP_018724655.1:reversed,3.1,1,-1.3,5.23,50.1,
XP_010062024.1,2.99,1,-1.3,5.73,183.5,
XP_010056453.2,2.96,1,-1.3,8.94,46.9,
XP_010024019.1,2.72,1,-1.3,5.31,52.2,
XP_010069069.1,2.82,1,-1.3,9.07,54.6,
XP_010058313.1:reversed,2.83,1,-1.3,7.94,69.7,
XP_018728770.1:reversed,2.84,1,-1.3,11.26,37.1,
XP_010053778.1,2.82,1,-1.3,9.44,17.5,
XP_010030768.1,3.25,1,-1.3,9.17,56.3,
KCW71059.1:reversed,2.42,1,-1.3,7.63,45.5,
XP_010026673.1,3.08,1,-1.3,6.97,26.5,
XP_018731226.1,2.92,1,-1.3,5.19,50.4,
XP_010065583.1,3.27,1,-1.3,8.67,100.1,
KCW52250.1,3.24,1,-1.3,6.19,52,
XP_010045864.1:reversed,2.99,1,-1.3,5.2,89.2,
XP_010026199.1:reversed,2.99,1,-1.3,6.3,48.3,
XP_010063315.1:reversed,3.42,1,-1.3,10.06,30.2,
XP_010067218.1,3.25,2,-1.3,6.25,23.6,
KCW80933.1:reversed,3.02,1,-1.3,9.48,58.4,
XP_010066980.1:reversed,2.98,1,-1.3,5.02,35.7,
XP_010032952.1,2.92,1,-1.3,7.91,74.8,
KCW75538.1:reversed,2.79,1,-1.3,10.32,9.3,
XP_010043502.1,3.14,1,-1.3,5.99,111.6,
XP_010047561.1:reversed,2.95,1,-1.3,8.55,99.8,
XP_010048542.1,2.89,1,-1.3,4.58,52.2,
XP_010030656.1,2.95,1,-1.3,9.38,35.7,
XP_010023750.1:reversed,2.84,1,-1.3,8.25,109.4,
XP_010048828.1:reversed,2.8,1,-1.3,6.27,45.9,
XP_010067722.1,3.08,1,-1.3,9.63,37.3,
XP_010061096.1:reversed,3.17,1,-1.3,9.71,42.4,
XP_010060532.1,2.92,1,-1.3,9.12,43.1,
KCW72582.1,3.26,1,-1.3,9.21,45.1,
XP_010032039.1,3.29,1,-1.3,5.99,61.4,
XP_010024310.1,2.71,1,-1.3,5.19,83,
XP_010053625.2,2.78,1,-1.3,8.11,37.6,
XP_010025196.1:reversed,2.77,1,-1.3,5.48,97.9,
XP_010061561.1,2.93,1,-1.3,5.41,53.5,
XP_010051970.1,2.86,1,-1.3,6.06,22.5,
XP_018731707.1,2.65,1,-1.3,8.33,182.4,
XP_010035990.1,2.51,1,-1.3,8.13,83.3,
XP_010025653.1,3.24,1,-1.3,7.48,31.2,
XP_010060066.1:reversed,2.97,1,-1.3,4.78,39.5,
XP_010028872.1,2.64,1,-1.3,5.67,190.6,
XP_018732641.1,2.89,1,-1.3,8.16,29.4,
XP_018723932.1:reversed,3.17,1,-1.3,8.49,79.8,
XP_018716508.1:reversed,3.31,1,-1.3,9.33,30,
XP_010051929.1:reversed,3.21,1,-1.3,9.13,16.5,
XP_010037883.1,2.77,1,-1.3,9.12,59.5,
XP_018719025.1,3.06,1,-1.3,4.94,32.6,
XP_010053994.1,2.32,1,-1.3,9.69,41.7,
XP_018729464.1,2.92,1,-1.3,7.5,126.3,
XP_010045052.1,2.94,1,-1.3,6.59,34,
XP_018732254.1,2.86,1,-1.3,7.99,126.6,
XP_010052408.1:reversed,3.34,1,-1.3,9.78,71.3,
XP_010028205.1,2.48,1,-1.3,5.01,39.5,
XP_018725858.1:reversed,3.04,1,-1.3,9.21,89,
XP_018716008.1:reversed,2.75,1,-1.3,5.79,154,
XP_010041769.1,3.03,1,-1.3,5.96,37.4,
XP_010044319.1:reversed,3.23,1,-1.3,4.8,96.1,
XP_010062745.1,3.18,1,-1.3,8.03,107.8,
XP_010045870.1,2.71,1,-1.3,7.95,76.7,
XP_010067884.1:reversed,2.89,1,-1.3,5.66,39.3,
XP_018718782.1,3.21,1,-1.3,9.52,62.9,
XP_010046656.1:reversed,3.13,2,-1.3,8.56,50.6,
XP_010048998.1,2.78,1,-1.3,6.09,47.9,
XP_018731063.1,2.79,1,-1.3,6.62,102.5,
XP_010033352.1:reversed,2.98,1,-1.3,9.55,17.9,
KCW81254.1,3.1,1,-1.3,8.76,20.9,
XP_018720788.1,2.89,1,-1.3,5.82,158.8,
XP_010057065.1,2.88,1,-1.3,5.36,30.7,
XP_010048953.1,2.98,1,-1.3,6.5,12,
XP_018725737.1,3.31,1,-1.3,5.84,20.2,
XP_010039435.1,3.13,1,-1.3,5.58,18.5,
XP_010066035.1,2.83,1,-1.3,5.44,35.9,
XP_018732777.1:reversed,2.81,1,-1.3,8.27,94.6,
KCW61362.1,2.87,1,-1.3,8.55,79,
XP_010059496.1:reversed,3.13,1,-1.3,8.59,35.4,
XP_010035169.1,3.11,1,-1.3,9.98,47.9,
XP_010052037.1:reversed,2.95,1,-1.3,9.03,51.2,
XP_018731730.1:reversed,2.82,1,-1.3,8.3,68.4,
XP_018717774.1,3.01,1,-1.3,6.6,68.3,
XP_010040775.1,2.89,1,-1.3,8.84,75.2,
XP_010069509.1:reversed,3.13,1,-1.3,8.45,90,
XP_010055647.1:reversed,3.23,1,-1.3,5.43,89.4,
XP_010054485.1:reversed,2.98,1,-1.3,8.01,48.9,
XP_010052513.1,2.73,1,-1.3,6.23,75.7,
XP_018719300.1,3.04,1,-1.3,4.11,42.4,
XP_010031207.1,2.72,1,-1.3,7.08,71.7,
XP_010049213.1,2.83,1,-1.3,6.43,243.1,
XP_010046433.1:reversed,2.92,1,-1.3,6.07,92.8,
XP_010052985.1,2.81,1,-1.3,8.02,61.4,
XP_010035515.1:reversed,2.89,1,-1.3,8.91,22.3,
XP_010041925.1:reversed,2.89,1,-1.3,11.9,15.8,
XP_018719539.1,2.85,1,-1.3,8.67,29.7,
XP_018725667.1,2.84,1,-1.3,8.16,28.7,
XP_018731748.1:reversed,2.94,1,-1.3,6.04,56.1,
XP_010025517.1,3,1,-1.3,8.32,36.6,
KCW54692.1:reversed,2.86,1,-1.3,7.91,61,
XP_010048006.1,3.26,1,-1.3,4.85,16.3,
KCW69286.1:reversed,3.31,1,-1.3,6.53,21.6,
XP_010033901.1:reversed,3.04,1,-1.2,5.53,35.7,
XP_018722816.1:reversed,2.72,1,-1.2,5.92,64,
XP_018730443.1,2.72,1,-1.2,6.9,53,
XP_018718789.1,2.8,1,-1.2,5.38,27,
XP_018724739.1,2.83,1,-1.2,10.16,16,
XP_018724280.1,2.81,1,-1.2,8.6,56.7,
XP_010025662.1,3.18,1,-1.2,7.67,18.7,
XP_018731421.1:reversed,2.74,1,-1.2,5.02,401.9,
XP_018718855.1:reversed,2.84,1,-1.2,9.56,39.9,
XP_010029633.1,3.23,1,-1.2,9.5,38.1,
KCW69335.1:reversed,3.12,1,-1.2,9.3,8,
XP_010049920.1,3.05,1,-1.2,5.88,205.1,
XP_010045495.1,3,1,-1.2,6.28,99.8,
XP_010041024.2:reversed,3.06,1,-1.2,7.94,63.3,
XP_010050158.1:reversed,3.23,1,-1.2,9.43,61.6,
XP_010048791.1,2.99,1,-1.2,7.02,20.8,
XP_010043217.1,2.83,1,-1.2,6.56,66.5,
XP_010053765.1,2.61,1,-1.2,4.96,16.4,
XP_018719348.1:reversed,2.87,1,-1.2,5.17,79.3,
XP_010050028.1,3.02,1,-1.2,4.8,33.1,
XP_018723928.1:reversed,2.75,1,-1.2,5.66,155.9,
KCW54641.1:reversed,2.92,1,-1.2,8.57,48.2,
XP_018726889.1:reversed,2.95,1,-1.2,6.87,53.9,
XP_010044488.1:reversed,3.05,1,-1.2,4.83,18.4,
XP_010039930.1,2.57,1,-1.2,6.75,20.9,
XP_010027494.2:reversed,2.91,1,-1.2,5.88,34,
XP_010048951.1,3.15,1,-1.2,9.6,25.3,
XP_018721769.1,3.18,1,-1.2,5.23,16.1,
XP_010042348.1,3.1,1,-1.2,9.42,16.5,
XP_018718073.1,2.96,1,-1.2,6.13,35.6,
XP_018727005.1,2.73,1,-1.2,5.98,71.1,
XP_018731039.1:reversed,2.74,1,-1.2,9.27,32.6,
XP_010028948.1:reversed,3.04,1,-1.2,8.89,53.6,
XP_018728765.1:reversed,3.04,1,-1.2,7.66,18.8,
XP_018727422.1,3.14,1,-1.2,8.37,35,
XP_010033338.1,2.9,1,-1.2,5.19,45,
KCW82140.1:reversed,3.29,1,-1.2,8.88,45.1,
XP_010052386.1,2.73,1,-1.2,7.94,15.9,
KCW47599.1:reversed,2.97,1,-1.2,8.43,34.8,
XP_010047283.1,3.11,1,-1.2,5.72,41.2,
XP_010064272.1,3.06,1,-1.2,5.21,78.3,
XP_010027979.2,3.04,1,-1.2,5.91,57.3,
XP_018731628.1,3.08,1,-1.2,9.61,11.1,
XP_018731073.1:reversed,2.9,1,-1.2,4.95,38.3,
XP_018729577.1,3.11,1,-1.2,7.8,77.9,
XP_018729020.1,3.09,1,-1.2,8.74,91.6,
XP_010066186.1,2.73,1,-1.2,5.42,72,
KCW62507.1,3.25,1,-1.2,7.56,9.5,
XP_010040885.1,3.26,1,-1.2,6.53,47.7,
XP_018732317.1:reversed,2.47,1,-1.2,6.29,52.5,
KCW89904.1:reversed,2.93,1,-1.2,7.04,57.7,
XP_010029427.1,3.01,1,-1.2,8.4,76.7,
XP_010030451.1,3.08,1,-1.2,10.27,24.1,
XP_010029072.1,3.04,1,-1.2,6.31,82.6,
XP_010044906.1,3.04,1,-1.2,10.33,18.7,
XP_010061163.1,2.93,1,-1.2,4.88,87.3,
XP_010054379.1,2.86,1,-1.2,8.55,96.6,
XP_010047639.1:reversed,3.19,1,-1.2,7.18,86.7,
XP_010032275.1:reversed,2.94,1,-1.2,5.19,134.3,
XP_010059954.1,2.87,1,-1.2,6.72,38.1,
XP_010054059.1,2.97,1,-1.2,7.71,157.5,
XP_010029506.1,3.19,1,-1.2,8.96,82,
XP_010069610.1,2.96,1,-1.2,8.73,33.6,
XP_010028113.1:reversed,3.2,1,-1.2,9.17,35.8,
XP_010051888.1:reversed,2.93,1,-1.2,9.53,31.2,
KCW53840.1,3.39,1,-1.2,6.14,46.6,
XP_010033295.1,3.02,1,-1.2,10.2,45.2,
XP_010049179.2:reversed,2.93,1,-1.2,10.35,32.3,
XP_010064592.1,3.03,1,-1.2,8.55,31.3,
XP_010024056.1:reversed,2.78,1,-1.2,5.83,112.6,
XP_010027003.1,3.31,1,-1.2,6.41,24.6,
XP_010043843.1,2.9,1,-1.2,10.78,11.3,
XP_010058497.1:reversed,3.16,1,-1.2,7.27,23.2,
XP_010045506.1,2.73,1,-1.2,8.75,28.2,
XP_018725292.1:reversed,3.32,1,-1.2,8.08,52.8,
XP_018730615.1:reversed,3.06,1,-1.2,8.26,36.2,
XP_010061557.1:reversed,2.89,1,-1.2,5.79,58.7,
XP_010056673.1:reversed,3.28,1,-1.2,8.8,37,
XP_010067818.1:reversed,2.46,1,-1.2,9.46,41.2,
XP_010070224.1,2.98,1,-1.2,7.58,46.7,
XP_010031463.1,2.81,1,-1.2,5.28,11.9,
XP_010038844.2:reversed,3.03,1,-1.2,10.58,25.7,
XP_010068191.1:reversed,2.99,1,-1.2,9.33,42.8,
XP_018728484.1:reversed,2.99,1,-1.2,5.19,31.6,
XP_010040296.1,3.21,1,-1.2,4.85,15.8,
XP_010027677.1:reversed,2.94,1,-1.2,4.76,97.7,
XP_010043431.1,3.05,1,-1.2,5.15,39.2,
KCW72247.1,3.15,1,-1.2,6.91,17.4,
XP_010067000.1,2.64,1,-1.2,10.35,37.2,
XP_010070059.1,2.95,1,-1.2,9.8,32.2,
XP_010069542.1,2.87,1,-1.2,6.04,27.9,
XP_010025330.1:reversed,3.24,1,-1.2,6.22,142.1,
XP_010066221.1,3.19,1,-1.2,8,13.9,
XP_010036728.1:reversed,2.63,1,-1.2,6.54,54.3,
XP_010069828.1,3.11,1,-1.2,5.83,130.9,
XP_018720098.1,2.4,1,-1.2,5.12,49.8,
XP_010047394.1,3.14,1,-1.2,6.09,23.2,
XP_018728517.1,2.55,1,-1.2,4.89,11.7,
XP_010029615.1,2.96,1,-1.2,9.32,19.9,
XP_010054297.1,2.99,1,-1.2,8.71,40.2,
XP_010042492.1,2.74,1,-1.2,11.67,23.8,
XP_018729076.1:reversed,3.19,1,-1.2,6.42,57.4,
XP_010050685.1,2.78,1,-1.2,9.13,67.3,
KCW67568.1,3.04,1,-1.2,6.88,68.8,
XP_010053148.1,2.94,1,-1.2,4.57,21.7,
XP_010046403.1:reversed,2.79,1,-1.2,8.75,90.5,
XP_010059573.1:reversed,3.01,1,-1.2,8.28,104.2,
XP_010052445.1:reversed,2.94,1,-1.2,8.8,74.8,
XP_018717110.1:reversed,2.71,1,-1.2,5.28,65.7,
XP_018733124.1:reversed,2.84,1,-1.2,4.86,153.6,
XP_018718315.1:reversed,3.1,1,-1.2,5.5,57.4,
XP_010031615.1:reversed,2.83,1,-1.2,9.4,30,
XP_010036666.1,3.22,1,-1.2,5.49,113.5,
XP_010044023.1,3.2,1,-1.2,9.7,17.1,
XP_010044305.1:reversed,3.3,1,-1.2,11.16,11.3,
XP_018732255.1,3.01,1,-1.2,5.31,27.2,
XP_010032739.1,2.94,1,-1.2,9,27,
XP_010055154.2,2.94,1,-1.2,7.87,60.6,
XP_018720067.1:reversed,2.65,1,-1.2,8.9,53,
XP_018729708.1,2.67,1,-1.2,6.09,227.8,
KCW60641.1,3.11,1,-1.2,10.71,9.4,
XP_018732981.1,2.93,1,-1.2,6.61,164.3,
XP_010030120.1,2.68,1,-1.2,5.48,184.9,
XP_010046678.1:reversed,3.25,1,-1.2,8.48,48.4,
KCW63076.1:reversed,2.95,1,-1.2,8.67,48,
KCW70730.1:reversed,3.05,1,-1.2,8.82,8.4,
XP_010023479.1,3.26,1,-1.2,8.28,72.2,
XP_018718440.1:reversed,3.24,1,-1.2,6.93,81.1,
KCW69998.1:reversed,2.95,1,-1.2,6.61,116.3,
XP_018728078.1,2.99,1,-1.2,5.18,261.6,
XP_010023501.1,2.86,1,-1.2,5.02,35.8,
XP_010070155.1:reversed,3.06,1,-1.2,6.16,33.5,
XP_010050434.2:reversed,3,1,-1.2,8.43,19.7,
XP_010056456.1:reversed,2.96,1,-1.2,6.72,40.2,
XP_018725363.1,3.05,1,-1.2,6.06,25.2,
XP_010062999.1,2.98,1,-1.2,5.9,44.1,
XP_010028652.1:reversed,3.03,1,-1.2,5.49,180.3,
XP_010050856.2,3.35,1,-1.2,8.93,130.5,
KCW66798.1,2.62,1,-1.2,8.41,24.6,
NP_001306900.1,2.97,1,-1.2,6.15,53.1,
XP_010055495.2,2.91,1,-1.2,9.05,40.6,
XP_010036706.1,3.03,1,-1.2,9.38,24,
XP_018730976.1,3.38,1,-1.2,6.13,129.7,
XP_018715417.1,3.32,1,-1.2,7.17,49.6,
XP_018717409.1:reversed,3.1,1,-1.2,6.35,46,
XP_018726469.1:reversed,2.72,1,-1.2,6.19,38.8,
KCW64966.1,3.05,1,-1.2,6.14,54.2,
XP_010048478.1,2.53,1,-1.2,9.57,51.2,
XP_018728103.1:reversed,3.11,1,-1.2,9.24,40.6,
XP_010030721.1:reversed,2.83,1,-1.2,5.35,67.7,
XP_010051555.2:reversed,2.9,1,-1.2,7.54,70.9,
XP_010054704.1,2.75,1,-1.2,6.58,34.8,
XP_018719241.1,2.93,1,-1.2,6.54,66.9,
XP_018727100.1:reversed,2.61,1,-1.2,8.75,52.6,
XP_018726019.1,3.07,1,-1.2,6.76,62.6,
XP_018728969.1:reversed,3.2,1,-1.2,8.46,100.9,
XP_010047149.1:reversed,2.86,1,-1.2,8.3,87,
XP_010036349.1:reversed,3.3,1,-1.2,9.61,26.6,
XP_018728532.1:reversed,2.87,1,-1.2,5.74,106,
XP_010061241.1,2.95,1,-1.2,4.79,32.4,
KCW84355.1:reversed,2.95,1,-1.2,9.36,52.6,
XP_010029472.1,3.23,1,-1.2,6.21,81.5,
XP_010063051.1,2.88,1,-1.2,5.37,34.1,
XP_010034518.1:reversed,3.22,1,-1.2,6.3,52.3,
XP_010029435.1,2.97,1,-1.2,9.24,115.9,
XP_010045289.1:reversed,2.82,1,-1.2,5.93,107.4,
XP_010070153.1,2.85,1,-1.2,5.35,40,
XP_010033968.1,3.18,1,-1.2,6.13,122.6,
XP_018716837.1,3.02,1,-1.2,6.95,16.7,
XP_010057081.1,2.76,1,-1.2,5.95,153,
XP_018720305.1,2.9,1,-1.1,9.28,49.9,
XP_018727821.1,2.77,1,-1.1,11.25,24.6,
XP_010053524.1,2.84,1,-1.1,7.55,35.5,
XP_010047332.1:reversed,2.96,1,-1.1,5.44,52.4,
XP_010028347.1:reversed,3.26,1,-1.1,5.27,54.7,
KCW77487.1,2.64,1,-1.1,7.5,13.3,
XP_018726814.1,2.96,1,-1.1,6.23,180.2,
XP_010025470.1:reversed,2.83,1,-1.1,6.48,36.1,
XP_018720362.1,3.07,1,-1.1,9.04,50.4,
XP_010025967.1:reversed,3.09,1,-1.1,5.07,111.1,
XP_010060367.1,3.15,1,-1.1,5.58,38.2,
XP_018715372.1,3.18,1,-1.1,4.71,34.7,
XP_018724831.1:reversed,2.83,1,-1.1,5.42,19.9,
XP_018718026.1:reversed,3.04,1,-1.1,4.9,67.4,
XP_010060549.1:reversed,2.83,1,-1.1,6.18,31.4,
XP_018725329.1:reversed,2.85,1,-1.1,8.5,65.2,
XP_010031293.1,3.06,1,-1.1,6.61,45.3,
XP_018728385.1,2.46,1,-1.1,8.92,51.2,
XP_010024734.1,2.99,1,-1.1,6.16,30.6,
XP_010065497.1,3.13,1,-1.1,8.91,58.8,
XP_018720299.1,3.12,1,-1.1,6.37,177.8,
XP_010043404.1,2.87,1,-1.1,5.16,121.1,
XP_018727338.1,2.48,1,-1.1,10.9,13.2,
XP_010066804.1:reversed,3.04,1,-1.1,4.66,32.4,
XP_010053191.1,2.69,1,-1.1,9.25,86.9,
XP_010060785.1,3.14,1,-1.1,8.89,36.9,
sp|CAS1_BOVIN|,2.8,1,-1.1,4.98,24.5, Alpha-S1-casein; Bos d 8; Contains: Antioxidant peptide; Flags: Precursor; 
XP_018717983.1:reversed,3.18,1,-1.1,9.07,28.9,
XP_010029818.1,2.77,1,-1.1,9.82,39.4,
XP_018722314.1:reversed,2.98,1,-1.1,9.01,42.2,
XP_010032903.1:reversed,3.09,1,-1.1,7.57,81.4,
XP_018718577.1:reversed,3.03,1,-1.1,4.78,102,
XP_018722733.1:reversed,3.21,1,-1.1,9.32,26.1,
XP_010029914.1,2.85,1,-1.1,7.55,90.5,
XP_018717918.1,3.33,1,-1.1,9.17,148.2,
XP_010035931.1,3.26,1,-1.1,5.57,67.2,
XP_018724308.1,3.4,1,-1.1,5.75,54.9,
XP_010031154.1:reversed,2.89,1,-1.1,8.86,30.5,
XP_010023968.1,2.87,1,-1.1,5.6,39.9,
XP_018721755.1:reversed,3.1,1,-1.1,6.75,60.5,
XP_010053668.1:reversed,3.07,1,-1.1,7.18,66.7,
XP_010038173.1,3.14,1,-1.1,6.07,36.1,
XP_010037143.1,2.65,1,-1.1,4.95,23.7,
XP_010035272.1,2.99,1,-1.1,9.24,136.2,
KCW57056.1:reversed,2.62,1,-1.1,4.91,13.7,
XP_010057670.1,3.19,1,-1.1,5.63,38.2,
XP_010065534.1:reversed,2.91,1,-1.1,5.53,72.1,
XP_010054966.1,2.53,1,-1.1,8.66,17.9,
XP_010066153.1,3.14,1,-1.1,10.31,16.4,
XP_018731266.1:reversed,2.92,1,-1.1,5.66,82.2,
KCW45411.1,2.73,1,-1.1,4.91,28.1,
XP_010057456.1,3.06,1,-1.1,5.59,99.4,
XP_018724112.1:reversed,2.97,1,-1.1,8.35,34,
XP_010058462.2,3.15,1,-1.1,5.86,84.9,
XP_010061403.1,2.78,1,-1.1,6.58,202.4,
XP_010049001.1,2.68,1,-1.1,8.13,165.3,
XP_018725143.1,2.63,1,-1.1,5.66,15.2,
XP_010024436.2,3,1,-1.1,8.8,93.7,
KCW80981.1:reversed,3.22,1,-1.1,5.4,11.5,
XP_010047930.1:reversed,3.07,1,-1.1,5,119.9,
XP_018731768.1:reversed,2.81,1,-1.1,5.34,33,
XP_010051763.1,2.78,1,-1.1,5.12,36.8,
XP_010038723.1:reversed,3.34,1,-1.1,6.36,57.8,
XP_018730495.1:reversed,2.77,1,-1.1,6.04,52,
XP_010025078.1:reversed,3.21,1,-1.1,5.05,28.5,
XP_018728036.1:reversed,2.72,1,-1.1,6.8,52.3,
XP_010059084.1:reversed,3.23,1,-1.1,5.08,37.5,
XP_010043458.1:reversed,2.76,1,-1.1,8.62,18.9,
XP_018725699.1,2.68,1,-1.1,4.72,303.7,
XP_010062377.1,2.77,1,-1.1,9.29,43,
KCW52251.1,2.98,1,-1.1,10.19,8.8,
NP_001306904.1,2.83,1,-1.1,9.39,34.7,
XP_010060689.1,2.92,1,-1.1,9.02,39.3,
XP_010037940.1,2.75,1,-1.1,5.28,57,
XP_010056643.2,3.03,1,-1.1,5.52,45.3,
XP_010047802.1:reversed,3.18,1,-1.1,6.09,82.9,
XP_010029164.1:reversed,2.95,1,-1.1,6.55,78,
XP_018733015.1,2.76,1,-1.1,5.73,56.8,
XP_010052252.1:reversed,3.1,1,-1.1,5.82,62.8,
XP_010070174.1:reversed,2.94,1,-1.1,9.71,17.6,
XP_010039340.1,3.05,1,-1.1,9.13,9.8,
XP_018725615.1:reversed,3.11,1,-1.1,5.57,105.9,
XP_010046915.1,3.07,1,-1.1,6.34,118.7,
XP_010026419.1:reversed,3.31,1,-1.1,5.52,29.6,
XP_010044419.1:reversed,3.31,1,-1.1,8.77,58,
KCW67370.1,2.79,1,-1.1,9.86,39.2,
XP_010066622.1,2.82,1,-1.1,5.69,107.2,
KCW61589.1:reversed,3.05,1,-1.1,5.19,18.9,
XP_010060202.1,3.08,1,-1.1,9.78,34.3,
XP_010069157.1,2.9,1,-1.1,5.8,28.4,
XP_010032262.1:reversed,3.14,1,-1.1,8.48,40.9,
XP_010030971.1,2.84,1,-1.1,6.97,34.1,
XP_018730379.1:reversed,2.71,1,-1.1,8.38,99.3,
XP_010066294.1,2.99,1,-1.1,5.04,54.4,
XP_010049881.1,2.77,1,-1.1,10.55,14.4,
KCW70697.1,2.69,1,-1.1,8.61,33.1,
XP_010031156.1:reversed,2.89,1,-1.1,5.25,62.4,
KCW52542.1,2.97,1,-1.1,4.38,21.7,
XP_018726036.1,3.2,1,-1.1,5.99,115.2,
XP_010067533.1:reversed,3.2,1,-1.1,8.34,72.2,
XP_010024590.1,2.63,1,-1.1,8.09,45.9,
XP_010067356.1:reversed,3.15,1,-1.1,6.61,41.9,
XP_010041500.1,3.19,1,-1.1,5.82,18.7,
XP_010049135.2:reversed,3.19,1,-1.1,5.42,68.5,
XP_010068141.2:reversed,2.75,1,-1.1,5.62,185.3,
XP_018723501.1:reversed,2.55,1,-1.1,9.85,31.4,
XP_010033771.1:reversed,2.7,1,-1.1,5.58,44.3,
XP_010061022.1:reversed,3,1,-1.1,9.28,46,
KCW78985.1,3.11,1,-1.1,5.62,9.4,
XP_010050007.1,3.24,1,-1.1,5.52,196.5,
XP_010023922.1,3.23,1,-1.1,7.91,63.1,
XP_010047519.1,2.77,1,-1.1,7.75,53.1,
XP_010028425.1,3.11,1,-1.1,8.86,30.2,
XP_010063005.1,2.97,1,-1.1,9.73,49,
XP_010068473.1,2.77,1,-1.1,8.64,59.3,
