Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018719200.1:reversed,2.8,1,-1.1,9.05,133.9,
XP_018731334.1:reversed,3.06,1,-1.1,9.21,29.2,
XP_010060225.1,2.93,1,-1.1,9.23,81,
XP_010038767.1,2.94,1,-1.1,9.35,66.3,
KCW83342.1:reversed,2.7,1,-1.1,8.81,65.9,
KCW53113.1,3.27,1,-1.1,9.08,36.6,
XP_010034899.1,2.78,1,-1.1,9.13,73,
XP_010066901.1,3.01,1,-1.1,9.66,34.6,
XP_010051251.1:reversed,2.65,1,-1.1,5.08,72.8,
XP_010041433.1,2.97,1,-1.1,6.39,32.7,
XP_010052294.1,2.82,1,-1.1,8.63,31.8,
XP_010066967.1,2.76,1,-1.1,5.39,78.1,
XP_010026836.2:reversed,3.03,1,-1.1,9.26,30.9,
KCW61158.1,3.01,1,-1.1,10.05,10,
XP_010051795.1,3.01,1,-1.1,5.22,35,
XP_010030114.1:reversed,2.78,1,-1.1,4.92,115.2,
XP_018732433.1,3.09,1,-1.1,8.52,77.1,
XP_010053524.1,2.66,1,-1.1,7.55,35.5,
XP_010024365.1,2.71,1,-1.1,5.87,78,
XP_010055943.2,2.87,1,-1.1,6.05,15.9,
XP_010054136.1:reversed,2.6,1,-1.1,5.14,212.9,
XP_010049129.1:reversed,3.21,1,-1.1,4.49,18.8,
XP_010029948.1,3.01,1,-1.1,5.87,143.2,
XP_018720497.1,3.09,1,-1.1,6.6,29.3,
XP_010063598.1,2.54,1,-1.1,5.3,72.2,
XP_010054431.1:reversed,3.08,1,-1.1,6.82,41.7,
XP_010023504.1,2.83,1,-1.1,8.96,23,
XP_010038533.1:reversed,3.05,1,-1.1,6.6,34.5,
XP_010051354.1:reversed,2.84,1,-1.1,8.24,93.9,
XP_010040421.1:reversed,2.95,1,-1.1,9.56,49,
XP_010056412.1,2.92,1,-1.1,6.11,29.7,
XP_010068991.2:reversed,3,1,-1.1,8.88,54.5,
XP_010047327.1,3.16,1,-1.1,7.63,39.6,
XP_010067858.1,3.14,1,-1.1,9.07,39.6,
XP_018723428.1,2.97,1,-1.1,5.89,119.6,
XP_018729582.1,3.23,1,-1.1,5.5,97.7,
XP_018731938.1,2.89,1,-1.1,6.21,28.8,
XP_010058631.1:reversed,3.29,1,-1.1,9.67,197.7,
XP_010030745.1,2.95,1,-1.1,8.9,35.1,
XP_018725133.1,2.86,1,-1.1,4.65,11.8,
XP_010055104.1:reversed,3.06,1,-1.1,7.69,92,
XP_010036392.1,3.02,1,-1.1,7.14,57.3,
XP_010025944.1:reversed,3.1,1,-1.1,9.11,106.4,
XP_010037782.1:reversed,3.06,1,-1.1,5.37,17.8,
XP_010067652.1,3.17,1,-1.1,5.07,39.9,
XP_010049920.1,2.5,1,-1.1,5.88,205.1,
XP_018726767.1,3.17,1,-1.1,6.72,36.5,
XP_010048075.1,3.04,1,-1.1,6,78.9,
XP_010066624.1:reversed,2.9,1,-1.1,6.8,70.5,
XP_018722223.1,3.27,1,-1.1,10.79,29.4,
XP_010047453.1:reversed,3.03,1,-1.1,8.86,59.9,
XP_010040069.1:reversed,3.39,1,-1.1,8.3,53.6,
XP_010048630.1,3.19,1,-1.1,5.48,26.2,
XP_010067082.1:reversed,2.93,1,-1.1,9.61,38.3,
XP_010026060.2,3.28,1,-1.1,7.56,49.3,
XP_010061459.1:reversed,2.86,1,-1.1,6.15,45.4,
XP_010050685.1,2.76,1,-1.1,9.13,67.3,
XP_010039912.1,2.78,1,-1.1,8.2,47.2,
XP_018721252.1:reversed,3.21,1,-1.1,8.18,72.7,
XP_010053656.1,2.92,1,-1.1,9.92,26,
XP_010062463.1:reversed,2.93,1,-1.1,9.8,32.9,
XP_010067050.1,3.17,1,-1.1,8.32,85.4,
XP_018717785.1,2.96,1,-1.1,9.63,59.4,
XP_010064779.1,2.94,1,-1.1,5.34,25.2,
XP_018720074.1:reversed,3.12,1,-1.1,6.7,95.4,
XP_010047371.1,3.1,1,-1.1,5.29,18.2,
XP_010033048.1:reversed,2.88,1,-1.1,9.46,32.7,
XP_010041579.1,2.89,1,-1.1,9.77,33.1,
XP_018724438.1:reversed,3.1,1,-1.1,6.64,155.3,
XP_010043342.1,2.97,1,-1.1,5.86,54.3,
XP_018719132.1:reversed,2.7,1,-1.1,5.72,86.5,
XP_010069436.1:reversed,2.68,1,-1.1,8.16,211.4,
XP_018727819.1,2.85,1,-1.1,8.59,164.5,
XP_018730634.1:reversed,2.87,1,-1.1,6.44,254.3,
XP_018723642.1:reversed,2.73,1,-1.1,6.2,86.9,
XP_010058125.1:reversed,3.03,1,-1.1,6.09,21,
KCW60586.1,3.19,1,-1.1,8.38,38.2,
XP_010058223.1:reversed,3.19,1,-1.1,9.18,71.6,
XP_010068856.1:reversed,3.23,1,-1.1,11.22,23.5,
XP_010066636.1,2.92,1,-1.1,5.47,45.4,
XP_010049637.1,3.17,1,-1.1,8.91,68.1,
XP_018717392.1,3.25,1,-1.1,8.58,102.1,
XP_018731154.1,2.88,1,-1.1,7.72,38.3,
XP_018724637.1:reversed,3.02,1,-1.1,6.26,71.8,
XP_018720327.1,2.76,1,-1.1,8.65,164.5,
XP_010026936.1:reversed,2.97,1,-1.1,6.2,80.2,
XP_010062569.1:reversed,3.14,1,-1.1,5.88,48.8,
XP_010069862.1:reversed,3.06,1,-1.1,4.39,25.9,
XP_010048719.1,3.3,1,-1.1,8.8,34.3,
XP_018719540.1,3.06,1,-1.1,9.28,48.1,
XP_018720670.1,3.1,1,-1.1,6.11,75.7,
XP_010034717.2:reversed,2.79,1,-1.1,6.24,72.7,
XP_010024948.1,3.33,1,-1.1,5.74,131.2,
XP_018733260.1,2.97,1,-1.1,5.89,25.6,
KCW58466.1,3.23,1,-1.1,7.21,24.8,
XP_018733083.1,2.9,1,-1.1,8.41,20.6,
XP_010027187.1,3.12,1,-1.1,6.44,64,
KCW76161.1:reversed,3.28,1,-1.1,7.81,10.2,
KCW74479.1,2.82,1,-1.1,8.26,91,
KCW62603.1,3.11,1,-1.1,11.18,12.8,
XP_010027623.1:reversed,2.86,1,-1.1,8.35,124.9,
XP_010064971.1:reversed,2.9,1,-1.1,8.69,81.7,
XP_010056863.1:reversed,3.04,1,-1.1,5.69,50.9,
XP_010049273.1,2.98,1,-1.1,8.7,43.6,
XP_018721008.1,2.66,1,-1.1,6.55,37.8,
XP_018719156.1,2.95,1,-1.1,6.1,118.9,
XP_010069592.1:reversed,3.17,1,-1.1,6.4,63.9,
XP_018715177.1,3.04,1,-1.1,7.21,63.9,
XP_010041837.1,2.75,1,-1.1,9.99,25.6,
XP_018723589.1,3.18,1,-1.1,5.94,28.8,
XP_018723510.1:reversed,3.11,1,-1.1,7.51,42.9,
XP_010031265.1:reversed,3.08,1,-1.1,5.58,44,
XP_010067411.1:reversed,2.98,1,-1.1,5.57,74.6,
XP_010029168.1,2.94,1,-1.1,6.45,131.5,
XP_010048970.1,3.22,1,-1.1,5.18,26.4,
XP_010064377.2,3.07,1,-1.1,4.76,41.3,
XP_018717697.1:reversed,2.97,1,-1.1,5.78,293.8,
KCW66923.1:reversed,3.01,1,-1.1,8.4,44.6,
XP_010028579.1,2.84,1,-1.1,5.12,106.5,
KCW88924.1:reversed,3.02,1,-1.1,4.41,9.2,
