Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
KCW76161.1,2.58,1,-1.1,7.81,10.2,
XP_010046622.1:reversed,2.86,1,-1.1,9.8,31.7,
KCW84364.1,3.01,1,-1.1,10.38,21.2,
XP_010046132.1,3.05,1,-1.1,5.32,65.5,
KCW49090.1:reversed,3.08,1,-1.1,6.16,41.9,
XP_010033300.1,2.95,1,-1.1,7.42,74.5,
XP_010032490.1:reversed,3.01,1,-1.1,9.72,27.6,
XP_018731748.1:reversed,3.01,1,-1.1,6.04,56.1,
XP_018729702.1,3.17,1,-1.1,5.8,73.6,
XP_018719276.1,2.92,1,-1.1,8.47,283.4,
XP_010038279.1,3.32,1,-1.1,9.16,66.1,
XP_010058307.1:reversed,2.98,1,-1.1,9.1,55.1,
XP_010029020.1,3.04,1,-1.1,6.67,84.4,
XP_018727483.1,3.12,1,-1.1,6.46,93.6,
XP_010048312.1,2.88,1,-1.1,8.96,86.2,
XP_010055475.1:reversed,3.27,1,-1.1,8.59,56.2,
XP_010048219.1,2.79,1,-1.1,7.98,67.9,
XP_010049353.1,3.07,1,-1.1,5.16,98.3,
XP_010037328.1,3.11,1,-1.1,5.12,24.1,
XP_010068778.2:reversed,2.93,1,-1.1,8.73,42.6,
XP_010069876.1:reversed,2.99,1,-1.1,7,27.8,
XP_010026827.1:reversed,2.91,1,-1.1,9.56,17.2,
XP_010066709.1,2.76,1,-1.1,9.41,31.3,
XP_010060769.1:reversed,3.02,1,-1.1,8.7,39.6,
XP_010049938.1,2.97,1,-1.1,8.35,162.5,
KCW73633.1:reversed,3.1,1,-1.1,6.94,63.7,
XP_010066578.1:reversed,3.06,1,-1.1,4.8,31.1,
XP_010027155.1:reversed,3.14,1,-1.1,8.67,76.5,
XP_018725609.1,3.17,1,-1.1,6.14,236.2,
XP_018723552.1,3.21,1,-1.1,6.14,32.3,
XP_010026661.1:reversed,2.96,1,-1.1,5.81,43,
KCW66120.1,3.21,1,-1.1,5.75,26.3,
XP_010061705.1:reversed,3.17,1,-1.1,8.75,40.8,
XP_018727328.1:reversed,2.67,1,-1.1,7.63,84.9,
XP_010062697.1:reversed,2.83,1,-1.1,9.99,67.9,
XP_010056942.1,2.99,1,-1.1,8.79,90.7,
XP_010054910.2,2.74,1,-1.1,5.92,73.7,
XP_018729842.1,3.2,1,-1.1,5.35,58.8,
KCW46210.1,2.88,1,-1.1,5.23,40.2,
XP_010047288.1,2.81,1,-1.1,8.16,43.4,
XP_010069303.2:reversed,2.64,1,-1.1,6.12,50.1,
XP_010049980.1:reversed,3.01,1,-1.1,5.26,19.2,
XP_010051325.2:reversed,2.9,1,-1.1,5.91,146.4,
XP_010057839.1:reversed,2.88,1,-1.1,9.74,13,
XP_018730964.1:reversed,3.11,1,-1.1,7.77,233.4,
XP_010043414.1:reversed,2.83,1,-1.1,6.67,42.7,
XP_010060950.1:reversed,3.06,1,-1.1,9.03,62.2,
XP_018732750.1,2.55,1,-1.1,8.71,34.5,
XP_018723451.1,2.73,1,-1.1,5.57,87.5,
XP_010035237.1:reversed,2.86,1,-1.1,4.99,33.3,
XP_018727387.1:reversed,3.07,1,-1.1,5.3,191.9,
XP_010060617.1,3.02,1,-1.1,6.07,14.9,
KCW64535.1:reversed,2.84,1,-1.1,8.97,10.5,
XP_010066405.1,3.22,1,-1.1,5.66,108.9,
XP_010046523.2:reversed,3.18,1,-1.1,5.64,75.1,
KCW75449.1,2.86,1,-1.1,6.63,46.9,
XP_010062006.1,2.59,1,-1.1,5.77,83.3,
XP_010030006.1,2.87,1,-1.1,5.42,50.6,
XP_010062555.1:reversed,2.51,1,-1.1,5.97,63.7,
XP_018730680.1:reversed,2.77,1,-1.1,8.79,50.2,
XP_010029562.1,2.53,1,-1.1,5.38,78.2,
XP_018730547.1,2.78,1,-1.1,5.59,56,
XP_018720645.1,2.99,1,-1.1,8.24,29.1,
XP_010051482.1,2.87,1,-1.1,6.98,24.1,
XP_010043437.1,3.06,1,-1.1,7.03,59.5,
KCW51866.1,2.82,1,-1.1,6.14,133.8,
XP_010039276.1,3.08,1,-1.1,7.07,140.4,
XP_010061250.1,2.98,1,-1.1,9.2,60.3,
XP_010036530.1:reversed,3.24,1,-1.1,7.12,31.5,
KCW87908.1,3.11,1,-1.1,6.88,33,
XP_010066046.1,2.4,1,-1.1,5.41,33.5,
XP_018719751.1:reversed,2.96,1,-1.1,8.4,52.9,
XP_010057783.1,3.16,1,-1.1,6.27,83.5,
XP_010038284.1,3.34,1,-1.1,6.08,145.7,
KCW77183.1:reversed,2.98,1,-1.1,6.36,46.2,
KCW45669.1,3.03,1,-1.1,9.3,27.1,
XP_010028839.1:reversed,3.15,1,-1.1,8.41,96.5,
XP_010056611.2:reversed,2.98,1,-1.1,7.23,39.9,
XP_010042610.1,3.27,1,-1.1,6.84,24.8,
XP_018726008.1:reversed,3.17,1,-1.1,5.68,148.6,
XP_018725595.1:reversed,3.02,1,-1.1,8.43,19.6,
XP_010053995.1,3.13,1,-1.1,5.95,50.9,
XP_010068371.1:reversed,3.06,1,-1.1,8.91,76,
XP_010055075.1:reversed,3.13,1,-1.1,9.43,23.4,
XP_010065583.1:reversed,2.77,1,-1.1,8.67,100.1,
XP_018730449.1,3.25,1,-1.1,5.82,83.8,
XP_018725044.1:reversed,3.17,1,-1.1,6.53,19.1,
XP_010058740.1,2.95,1,-1.1,9.53,49,
XP_010048109.1:reversed,2.97,1,-1.1,5.42,41.2,
XP_018722189.1:reversed,2.99,1,-1.1,6.58,21.3,
KCW67269.1:reversed,2.82,1,-1.1,10.11,26.6,
KCW62782.1,3.18,1,-1.1,6.09,8.2,
XP_010045029.2,3.03,1,-1.1,7.08,68.8,
KCW72272.1,2.75,1,-1.1,8.32,100.7,
XP_018723089.1,3.07,1,-1.1,5.83,57.6,
XP_010063266.1,3.18,1,-1.1,6.8,44,
KCW79515.1,2.65,1,-1.1,8.39,10.5,
XP_010050359.1:reversed,3.33,1,-1.1,7.66,42.3,
XP_010030526.1,3.08,1,-1.1,8.05,59.3,
XP_010057876.1,2.83,1,-1.1,8.58,92.3,
KCW54773.1,3.03,1,-1.1,8.8,22.6,
XP_010069652.1,3.05,1,-1.1,7.04,67.6,
KCW81108.1:reversed,3.32,1,-1.1,8.49,13,
KCW59631.1:reversed,2.83,1,-1.1,6.37,205.6,
XP_010053125.1,2.84,1,-1.1,8.97,49.4,
XP_018719620.1:reversed,3.08,1,-1.1,8.27,42.5,
XP_018727361.1:reversed,2.66,1,-1.1,8.75,35.8,
XP_010069035.1:reversed,2.85,1,-1.1,4.99,90,
XP_018725182.1:reversed,2.87,1,-1.1,5.14,17.2,
KCW64813.1,2.79,1,-1.1,6.95,45.3,
XP_018722547.1:reversed,2.89,1,-1.1,6.6,207.8,
XP_010037256.1,2.83,1,-1.1,6.25,41.9,
XP_010045847.1,2.91,1,-1.1,6.6,104.1,
XP_010061089.1,3.27,1,-1.1,9.14,59.4,
XP_010031023.1,3.04,1,-1.1,8.98,49.9,
XP_010055433.1:reversed,3.01,1,-1.1,9.09,75.4,
XP_018731700.1:reversed,3.15,1,-1.1,7,78.3,
